Home Team,Away Team,Date,Result,Prediction,Correct?,Bet Result,Total,spread
Cleveland Cavaliers,Golden State Warriors,2021-04-15,W,1,True,83,9855.0,9.5
Los Angeles Lakers,Boston Celtics,2021-04-15,W,1,True,83,9938.0,6.0
Phoenix Suns,Sacramento Kings,2021-04-15,L,0,True,0,9938.0,12.0
Utah Jazz,Indiana Pacers,2021-04-16,W,1,True,72,10010.0,10.5
Detroit Pistons,Oklahoma City Thunder,2021-04-16,W,1,True,80,10090.0,7.5
Toronto Raptors,Orlando Magic,2021-04-16,L,1,False,-100,9990.0,1.5
Chicago Bulls,Memphis Grizzlies,2021-04-16,W,1,True,125.0,10115.0,0.0
San Antonio Spurs,Portland Trail Blazers,2021-04-16,W,1,True,100.0,10215.0,1.0
Los Angeles Lakers,Utah Jazz,2021-04-17,L,1,False,-100,10115.0,9.5
Chicago Bulls,Cleveland Cavaliers,2021-04-17,L,1,False,-100,10015.0,2.0
Boston Celtics,Golden State Warriors,2021-04-17,L,1,False,-100,9915.0,3.5
Phoenix Suns,San Antonio Spurs,2021-04-17,W,1,True,105.0,10020.0,9.5
Miami Heat,Brooklyn Nets,2021-04-18,W,1,True,72,10092.0,5.5
Charlotte Hornets,Portland Trail Blazers,2021-04-18,-,1,False,0,10092.0,0
Toronto Raptors,Oklahoma City Thunder,2021-04-18,W,1,True,83,10175.0,11.5
Dallas Mavericks,Sacramento Kings,2021-04-18,W,1,True,80,10255.0,8.0
Detroit Pistons,Cleveland Cavaliers,2021-04-19,L,1,False,-100,10155.0,1.5
Boston Celtics,Chicago Bulls,2021-04-19,W,1,True,90,10245.0,6.0
Washington Wizards,Oklahoma City Thunder,2021-04-19,L,1,False,-100,10145.0,11.0
Milwaukee Bucks,Phoenix Suns,2021-04-19,W,1,True,115.0,10260.0,4.5
