Home Team,Away Team,Date,Result,Prediction,Correct?,Bet Result,Total,spread
Houston Rockets,Orlando Magic,2021-12-03,W,1,True,115.0,8821.0,3.0
Dallas Mavericks,New Orleans Pelicans,2021-12-03,W,1,True,100.0,8921.0,7.5
Utah Jazz,Boston Celtics,2021-12-03,W,1,True,90,9011.0,9.0
Golden State Warriors,Phoenix Suns,2021-12-03,L,1,False,-100,8911.0,7.0
Los Angeles Lakers,LA Clippers,2021-12-03,-,1,False,0,8911.0,0
New York Knicks,Denver Nuggets,2021-12-04,W,1,True,83,8994.0,1.5
Brooklyn Nets,Chicago Bulls,2021-12-04,W,1,True,110.0,9104.0,3.0
Milwaukee Bucks,Miami Heat,2021-12-04,L,1,False,-100,9004.0,5.5
Dallas Mavericks,Memphis Grizzlies,2021-12-04,W,1,True,83,9087.0,5.5
Golden State Warriors,San Antonio Spurs,2021-12-04,W,1,True,120.0,9207.0,10.0
Portland Trail Blazers,Boston Celtics,2021-12-04,W,1,True,120.0,9327.0,1.5
Sacramento Kings,LA Clippers,2021-12-04,-,1,False,0,9327.0,0
Cleveland Cavaliers,Utah Jazz,2021-12-05,W,1,True,110.0,9437.0,6.0
Toronto Raptors,Washington Wizards,2021-12-05,L,1,False,-100,9337.0,1.5
Atlanta Hawks,Charlotte Hornets,2021-12-05,-,0,False,0,9337.0,0
Houston Rockets,New Orleans Pelicans,2021-12-05,L,1,False,-100,9237.0,3.0
Charlotte Hornets,Philadelphia 76ers,2021-12-06,-,1,False,0,9237.0,0
Detroit Pistons,Oklahoma City Thunder,2021-12-06,W,1,True,83,9320.0,4.5
Indiana Pacers,Washington Wizards,2021-12-06,L,1,False,-100,9220.0,5.5
Miami Heat,Memphis Grizzlies,2021-12-06,W,1,True,125.0,9345.0,4.5
Chicago Bulls,Denver Nuggets,2021-12-06,L,1,False,-100,9245.0,5.0
Minnesota Timberwolves,Atlanta Hawks,2021-12-06,W,1,True,90,9335.0,1.5
Milwaukee Bucks,Cleveland Cavaliers,2021-12-06,W,0,False,0,9335.0,7.5
Phoenix Suns,San Antonio Spurs,2021-12-06,W,1,True,100.0,9435.0,7.5
Portland Trail Blazers,LA Clippers,2021-12-06,-,1,False,0,9435.0,0
Golden State Warriors,Orlando Magic,2021-12-06,L,1,False,-100,9335.0,13.5
Dallas Mavericks,Brooklyn Nets,2021-12-07,W,1,True,125.0,9460.0,2.5
San Antonio Spurs,New York Knicks,2021-12-07,W,1,True,110.0,9570.0,2.5
Los Angeles Lakers,Boston Celtics,2021-12-07,W,0,False,0,9570.0,2.5
Indiana Pacers,New York Knicks,2021-12-08,L,1,False,-100,9470.0,4.5
Cleveland Cavaliers,Chicago Bulls,2021-12-08,L,1,False,-100,9370.0,0.0
Detroit Pistons,Washington Wizards,2021-12-08,W,1,True,105.0,9475.0,5.5
Charlotte Hornets,Philadelphia 76ers,2021-12-08,-,1,False,0,9475.0,0
Toronto Raptors,Oklahoma City Thunder,2021-12-08,W,1,True,83,9558.0,7.0
Miami Heat,Milwaukee Bucks,2021-12-08,L,1,False,-100,9458.0,6.5
Houston Rockets,Brooklyn Nets,2021-12-08,L,1,False,-100,9358.0,6.5
Minnesota Timberwolves,Utah Jazz,2021-12-08,W,1,True,105.0,9463.0,8.5
Memphis Grizzlies,Dallas Mavericks,2021-12-08,W,1,True,115.0,9578.0,4.5
New Orleans Pelicans,Denver Nuggets,2021-12-08,W,1,True,125.0,9703.0,4.0
Sacramento Kings,Orlando Magic,2021-12-08,L,1,False,-100,9603.0,8.0
Golden State Warriors,Portland Trail Blazers,2021-12-08,L,0,True,0,9603.0,13.5
LA Clippers,Boston Celtics,2021-12-08,-,1,False,0,9603.0,0
Philadelphia 76ers,Utah Jazz,2021-12-09,W,1,True,110.0,9713.0,3.5
Memphis Grizzlies,Los Angeles Lakers,2021-12-09,L,1,False,-100,9613.0,2.5
San Antonio Spurs,Denver Nuggets,2021-12-09,L,1,False,-100,9513.0,1.5
Charlotte Hornets,Sacramento Kings,2021-12-10,-,1,False,0,9513.0,0
Indiana Pacers,Dallas Mavericks,2021-12-10,L,1,False,-100,9413.0,2.0
Atlanta Hawks,Brooklyn Nets,2021-12-10,W,1,True,110.0,9523.0,1.0
Toronto Raptors,New York Knicks,2021-12-10,L,1,False,-100,9423.0,1.5
Minnesota Timberwolves,Cleveland Cavaliers,2021-12-10,W,1,True,110.0,9533.0,1.0
Houston Rockets,Milwaukee Bucks,2021-12-10,W,1,True,80,9613.0,7.5
Oklahoma City Thunder,Los Angeles Lakers,2021-12-10,W,1,True,125.0,9738.0,6.0
New Orleans Pelicans,Detroit Pistons,2021-12-10,L,1,False,-100,9638.0,6.5
Phoenix Suns,Boston Celtics,2021-12-10,W,0,False,0,9638.0,5.5
LA Clippers,Orlando Magic,2021-12-11,-,1,False,0,9638.0,0
Washington Wizards,Utah Jazz,2021-12-11,W,1,True,110.0,9748.0,5.5
Memphis Grizzlies,Houston Rockets,2021-12-11,W,1,True,105.0,9853.0,9.5
Miami Heat,Chicago Bulls,2021-12-11,L,1,False,-100,9753.0,1.0
Cleveland Cavaliers,Sacramento Kings,2021-12-11,W,0,False,0,9753.0,7.0
Philadelphia 76ers,Golden State Warriors,2021-12-11,L,1,False,-100,9653.0,3.5
San Antonio Spurs,Denver Nuggets,2021-12-11,W,1,True,72,9725.0,2.0
New York Knicks,Milwaukee Bucks,2021-12-12,W,1,True,90,9815.0,3.0
Detroit Pistons,Brooklyn Nets,2021-12-12,W,1,True,72,9887.0,9.5
San Antonio Spurs,New Orleans Pelicans,2021-12-12,L,1,False,-100,9787.0,3.0
Oklahoma City Thunder,Dallas Mavericks,2021-12-12,W,1,True,115.0,9902.0,5.0
Portland Trail Blazers,Minnesota Timberwolves,2021-12-12,W,1,True,83,9985.0,1.0
Los Angeles Lakers,Orlando Magic,2021-12-12,L,1,False,-100,9885.0,11.5
Cleveland Cavaliers,Miami Heat,2021-12-13,L,1,False,-100,9785.0,4.5
Indiana Pacers,Golden State Warriors,2021-12-13,W,1,True,83,9868.0,3.5
Toronto Raptors,Sacramento Kings,2021-12-13,W,0,False,0,9868.0,5.0
Atlanta Hawks,Houston Rockets,2021-12-13,W,1,True,80,9948.0,12.5
Boston Celtics,Milwaukee Bucks,2021-12-13,L,1,False,-100,9848.0,2.0
Memphis Grizzlies,Philadelphia 76ers,2021-12-13,L,1,False,-100,9748.0,2.0
Dallas Mavericks,Charlotte Hornets,2021-12-13,-,1,False,0,9748.0,0
Denver Nuggets,Washington Wizards,2021-12-13,W,0,False,0,9748.0,3.5
LA Clippers,Phoenix Suns,2021-12-13,-,1,False,0,9748.0,0
New York Knicks,Golden State Warriors,2021-12-14,W,1,True,90,9838.0,3.5
Brooklyn Nets,Toronto Raptors,2021-12-14,W,1,True,110.0,9948.0,8.5
Portland Trail Blazers,Phoenix Suns,2021-12-14,W,1,True,110.0,10058.0,2.5
Orlando Magic,Atlanta Hawks,2021-12-15,W,1,True,125.0,10183.0,8.0
Cleveland Cavaliers,Houston Rockets,2021-12-15,W,0,False,0,10183.0,8.5
Philadelphia 76ers,Miami Heat,2021-12-15,W,1,True,72,10255.0,3.0
Dallas Mavericks,Los Angeles Lakers,2021-12-15,W,1,True,100.0,10355.0,0.0
Oklahoma City Thunder,New Orleans Pelicans,2021-12-15,W,1,True,80,10435.0,1.5
Milwaukee Bucks,Indiana Pacers,2021-12-15,W,0,False,0,10435.0,1.0
San Antonio Spurs,Charlotte Hornets,2021-12-15,-,1,False,0,10435.0,0
Denver Nuggets,Minnesota Timberwolves,2021-12-15,W,1,True,115.0,10550.0,4.5
Sacramento Kings,Washington Wizards,2021-12-15,L,1,False,-100,10450.0,0.0
Utah Jazz,LA Clippers,2021-12-15,-,1,False,0,10450.0,0
Portland Trail Blazers,Memphis Grizzlies,2021-12-15,W,1,True,110.0,10560.0,1.5
Indiana Pacers,Detroit Pistons,2021-12-16,W,1,True,80,10640.0,10.5
Brooklyn Nets,Philadelphia 76ers,2021-12-16,L,1,False,-100,10540.0,0.0
Houston Rockets,New York Knicks,2021-12-16,W,1,True,72,10612.0,4.5
Phoenix Suns,Washington Wizards,2021-12-16,W,0,False,0,10612.0,9.0
Orlando Magic,Miami Heat,2021-12-17,W,1,True,80,10692.0,3.5
Atlanta Hawks,Denver Nuggets,2021-12-17,W,1,True,120.0,10812.0,4.5
Boston Celtics,Golden State Warriors,2021-12-17,W,1,True,83,10895.0,3.5
Minnesota Timberwolves,Los Angeles Lakers,2021-12-17,W,0,False,0,10895.0,0.0
Utah Jazz,San Antonio Spurs,2021-12-17,W,1,True,105.0,11000.0,12.0
Portland Trail Blazers,Charlotte Hornets,2021-12-17,-,1,False,0,11000.0,0
Sacramento Kings,Memphis Grizzlies,2021-12-17,W,1,True,115.0,11115.0,2.0
New Orleans Pelicans,Milwaukee Bucks,2021-12-17,L,1,False,-100,11015.0,2.5
Detroit Pistons,Houston Rockets,2021-12-18,W,1,True,115.0,11130.0,1.5
Brooklyn Nets,Orlando Magic,2021-12-18,W,1,True,115.0,11245.0,2.0
Toronto Raptors,Golden State Warriors,2021-12-18,L,1,False,-100,11145.0,8.5
Oklahoma City Thunder,LA Clippers,2021-12-18,-,1,False,0,11145.0,0
Boston Celtics,New York Knicks,2021-12-18,L,1,False,-100,11045.0,4.5
Milwaukee Bucks,Cleveland Cavaliers,2021-12-18,W,1,True,120.0,11165.0,1.5
Utah Jazz,Washington Wizards,2021-12-18,W,1,True,90,11255.0,11.5
Chicago Bulls,Los Angeles Lakers,2021-12-19,L,1,False,-100,11155.0,4.5
Sacramento Kings,San Antonio Spurs,2021-12-19,L,1,False,-100,11055.0,4.5
Memphis Grizzlies,Portland Trail Blazers,2021-12-19,W,1,True,110.0,11165.0,4.5
Detroit Pistons,Miami Heat,2021-12-19,L,1,False,-100,11065.0,6.0
Minnesota Timberwolves,Dallas Mavericks,2021-12-19,W,0,False,0,11065.0,3.5
Phoenix Suns,Charlotte Hornets,2021-12-19,-,0,False,0,11065.0,0
Boston Celtics,Philadelphia 76ers,2021-12-20,W,1,True,105.0,11170.0,3.0
Memphis Grizzlies,Oklahoma City Thunder,2021-12-20,W,1,True,125.0,11295.0,10.0
Chicago Bulls,Houston Rockets,2021-12-20,W,0,False,0,11295.0,8.5
Utah Jazz,Charlotte Hornets,2021-12-20,-,1,False,0,11295.0,0
Golden State Warriors,Sacramento Kings,2021-12-20,L,1,False,-100,11195.0,13.5
LA Clippers,San Antonio Spurs,2021-12-20,-,1,False,0,11195.0,0
New York Knicks,Detroit Pistons,2021-12-21,L,1,False,-100,11095.0,9.5
Miami Heat,Indiana Pacers,2021-12-21,L,1,False,-100,10995.0,0.0
New Orleans Pelicans,Portland Trail Blazers,2021-12-21,L,1,False,-100,10895.0,0.0
Dallas Mavericks,Minnesota Timberwolves,2021-12-21,L,1,False,-100,10795.0,1.0
Los Angeles Lakers,Phoenix Suns,2021-12-21,W,1,True,100.0,10895.0,6.5
Atlanta Hawks,Orlando Magic,2021-12-22,W,1,True,72,10967.0,5.5
Boston Celtics,Cleveland Cavaliers,2021-12-22,L,1,False,-100,10867.0,8.5
Milwaukee Bucks,Houston Rockets,2021-12-22,W,0,False,0,10867.0,9.0
Oklahoma City Thunder,Denver Nuggets,2021-12-22,L,1,False,-100,10767.0,5.0
Sacramento Kings,LA Clippers,2021-12-22,-,1,False,0,10767.0,0
Philadelphia 76ers,Atlanta Hawks,2021-12-23,L,0,True,0,10767.0,9.5
Indiana Pacers,Houston Rockets,2021-12-23,L,1,False,-100,10667.0,8.5
Orlando Magic,New Orleans Pelicans,2021-12-23,W,1,True,72,10739.0,5.0
Miami Heat,Detroit Pistons,2021-12-23,W,1,True,72,10811.0,9.5
New York Knicks,Washington Wizards,2021-12-23,W,1,True,83,10894.0,1.0
Dallas Mavericks,Milwaukee Bucks,2021-12-23,W,1,True,83,10977.0,5.0
Utah Jazz,Minnesota Timberwolves,2021-12-23,W,0,False,0,10977.0,9.5
Denver Nuggets,Charlotte Hornets,2021-12-23,-,1,False,0,10977.0,0
Phoenix Suns,Oklahoma City Thunder,2021-12-23,L,0,True,0,10977.0,14.5
Golden State Warriors,Memphis Grizzlies,2021-12-23,W,0,False,0,10977.0,6.0
Los Angeles Lakers,San Antonio Spurs,2021-12-23,W,1,True,120.0,11097.0,1.0
New York Knicks,Atlanta Hawks,2021-12-25,L,1,False,-100,10997.0,1.0
Milwaukee Bucks,Boston Celtics,2021-12-25,W,1,True,115.0,11112.0,7.5
Phoenix Suns,Golden State Warriors,2021-12-25,W,1,True,83,11195.0,3.5
Los Angeles Lakers,Brooklyn Nets,2021-12-25,W,1,True,105.0,11300.0,1.5
Utah Jazz,Dallas Mavericks,2021-12-25,W,1,True,90,11390.0,5.0
Miami Heat,Orlando Magic,2021-12-26,W,0,False,0,11390.0,8.5
Washington Wizards,Philadelphia 76ers,2021-12-26,W,1,True,83,11473.0,2.0
Cleveland Cavaliers,Toronto Raptors,2021-12-26,W,0,False,0,11473.0,7.5
Sacramento Kings,Memphis Grizzlies,2021-12-26,W,1,True,83,11556.0,5.0
Oklahoma City Thunder,New Orleans Pelicans,2021-12-26,L,1,False,-100,11456.0,1.0
San Antonio Spurs,Detroit Pistons,2021-12-26,W,0,False,0,11456.0,10.0
Chicago Bulls,Indiana Pacers,2021-12-26,W,1,True,110.0,11566.0,8.0
LA Clippers,Denver Nuggets,2021-12-26,-,0,False,0,11566.0,0
Charlotte Hornets,Houston Rockets,2021-12-27,-,1,False,0,11566.0,0
Atlanta Hawks,Chicago Bulls,2021-12-27,W,1,True,110.0,11676.0,6.5
Minnesota Timberwolves,Boston Celtics,2021-12-27,W,1,True,110.0,11786.0,8.5
San Antonio Spurs,Utah Jazz,2021-12-27,W,1,True,83,11869.0,7.0
Portland Trail Blazers,Dallas Mavericks,2021-12-27,W,1,True,72,11941.0,1.5
LA Clippers,Brooklyn Nets,2021-12-27,-,1,False,0,11941.0,0
Orlando Magic,Milwaukee Bucks,2021-12-28,W,1,True,110.0,12051.0,12.5
Toronto Raptors,Philadelphia 76ers,2021-12-28,W,1,True,120.0,12171.0,6.5
Miami Heat,Washington Wizards,2021-12-28,L,1,False,-100,12071.0,6.0
Minnesota Timberwolves,New York Knicks,2021-12-28,W,1,True,72,12143.0,4.5
Houston Rockets,Los Angeles Lakers,2021-12-28,W,1,True,83,12226.0,4.5
New Orleans Pelicans,Cleveland Cavaliers,2021-12-28,W,1,True,100.0,12326.0,5.5
Golden State Warriors,Denver Nuggets,2021-12-28,W,1,True,72,12398.0,7.5
Detroit Pistons,New York Knicks,2021-12-29,W,1,True,105.0,12503.0,6.5
Indiana Pacers,Charlotte Hornets,2021-12-29,-,1,False,0,12503.0,0
Boston Celtics,LA Clippers,2021-12-29,-,1,False,0,12503.0,0
Memphis Grizzlies,Los Angeles Lakers,2021-12-29,W,0,False,0,12503.0,4.5
Chicago Bulls,Atlanta Hawks,2021-12-29,W,0,False,0,12503.0,8.5
Phoenix Suns,Oklahoma City Thunder,2021-12-29,W,0,False,0,12503.0,15.0
Portland Trail Blazers,Utah Jazz,2021-12-29,W,1,True,83,12586.0,6.0
Sacramento Kings,Dallas Mavericks,2021-12-29,W,1,True,83,12669.0,1.5
Brooklyn Nets,Philadelphia 76ers,2021-12-30,W,1,True,83,12752.0,3.0
Washington Wizards,Cleveland Cavaliers,2021-12-30,L,1,False,-100,12652.0,4.5
Orlando Magic,Milwaukee Bucks,2021-12-30,W,1,True,120.0,12772.0,12.5
Boston Celtics,Phoenix Suns,2021-12-31,L,1,False,-100,12672.0,4.0
Indiana Pacers,Chicago Bulls,2021-12-31,W,1,True,110.0,12782.0,4.0
Sacramento Kings,Dallas Mavericks,2021-12-31,W,1,True,83,12865.0,0.0
Houston Rockets,Miami Heat,2021-12-31,W,1,True,83,12948.0,4.5
Cleveland Cavaliers,Atlanta Hawks,2021-12-31,W,1,True,83,13031.0,1.0
Toronto Raptors,LA Clippers,2021-12-31,-,1,False,0,13031.0,0
Memphis Grizzlies,San Antonio Spurs,2021-12-31,W,0,False,0,13031.0,4.5
Utah Jazz,Minnesota Timberwolves,2021-12-31,W,0,False,0,13031.0,10.5
Los Angeles Lakers,Portland Trail Blazers,2021-12-31,W,0,False,0,13031.0,5.5
Toronto Raptors,New York Knicks,2022-01-02,W,0,False,0,13031.0,7.5
Sacramento Kings,Miami Heat,2022-01-02,W,1,True,115.0,13146.0,3.5
Oklahoma City Thunder,Dallas Mavericks,2022-01-02,W,1,True,125.0,13271.0,8.5
Charlotte Hornets,Phoenix Suns,2022-01-02,-,1,False,0,13271.0,0
New Orleans Pelicans,Utah Jazz,2022-01-03,W,1,True,110.0,13381.0,10.0
Golden State Warriors,Miami Heat,2022-01-03,L,0,True,0,13381.0,9.0
Dallas Mavericks,Golden State Warriors,2022-01-05,L,1,False,-100,13281.0,4.5
Milwaukee Bucks,Toronto Raptors,2022-01-05,W,1,True,72,13353.0,7.0
Denver Nuggets,Utah Jazz,2022-01-05,W,1,True,110.0,13463.0,5.5
New Orleans Pelicans,Golden State Warriors,2022-01-06,W,1,True,125.0,13588.0,6.5
Philadelphia 76ers,San Antonio Spurs,2022-01-07,L,1,False,-100,13488.0,5.0
Houston Rockets,Dallas Mavericks,2022-01-07,W,1,True,90,13578.0,0.0
Oklahoma City Thunder,Minnesota Timberwolves,2022-01-07,W,1,True,90,13668.0,5.5
Portland Trail Blazers,Cleveland Cavaliers,2022-01-07,W,1,True,125.0,13793.0,4.5
Detroit Pistons,Orlando Magic,2022-01-08,L,1,False,-100,13693.0,2.5
Boston Celtics,New York Knicks,2022-01-08,W,0,False,0,13693.0,6.0
Houston Rockets,Minnesota Timberwolves,2022-01-09,W,1,True,110.0,13803.0,7.0
Oklahoma City Thunder,Denver Nuggets,2022-01-09,W,1,True,90,13893.0,6.5
Brooklyn Nets,San Antonio Spurs,2022-01-09,W,1,True,83,13976.0,10.0
Golden State Warriors,Cleveland Cavaliers,2022-01-09,W,0,False,0,13976.0,9.0
Portland Trail Blazers,Sacramento Kings,2022-01-09,L,1,False,-100,13876.0,1.0
Houston Rockets,Philadelphia 76ers,2022-01-10,W,1,True,72,13948.0,10.5
Washington Wizards,Oklahoma City Thunder,2022-01-11,L,0,True,0,13948.0,9.5
Toronto Raptors,Phoenix Suns,2022-01-11,W,1,True,72,14020.0,4.5
New Orleans Pelicans,Minnesota Timberwolves,2022-01-11,W,1,True,80,14100.0,3.0
Washington Wizards,Orlando Magic,2022-01-12,W,1,True,83,14183.0,9.0
San Antonio Spurs,Houston Rockets,2022-01-12,W,1,True,120.0,14303.0,6.0
Memphis Grizzlies,Minnesota Timberwolves,2022-01-13,L,1,False,-100,14203.0,4.5
New Orleans Pelicans,LA Clippers,2022-01-13,-,1,False,0,14203.0,0
Detroit Pistons,Toronto Raptors,2022-01-14,L,1,False,-100,14103.0,7.5
Indiana Pacers,Phoenix Suns,2022-01-14,W,1,True,83,14186.0,6.0
Memphis Grizzlies,Dallas Mavericks,2022-01-14,W,1,True,72,14258.0,3.0
Milwaukee Bucks,Toronto Raptors,2022-01-15,L,0,True,0,14258.0,7.5
Brooklyn Nets,New Orleans Pelicans,2022-01-15,W,0,False,0,14258.0,8.5
Oklahoma City Thunder,Cleveland Cavaliers,2022-01-15,W,1,True,83,14341.0,6.5
Boston Celtics,Chicago Bulls,2022-01-15,W,1,True,80,14421.0,2.5
San Antonio Spurs,LA Clippers,2022-01-15,-,1,False,0,14421.0,0
Sacramento Kings,Houston Rockets,2022-01-16,W,1,True,83,14504.0,5.0
Minnesota Timberwolves,Golden State Warriors,2022-01-16,L,1,False,-100,14404.0,2.5
Detroit Pistons,Phoenix Suns,2022-01-16,W,1,True,83,14487.0,12.0
Cleveland Cavaliers,Brooklyn Nets,2022-01-17,L,1,False,-100,14387.0,2.5
Miami Heat,Toronto Raptors,2022-01-17,W,0,False,0,14387.0,4.0
Dallas Mavericks,Oklahoma City Thunder,2022-01-17,W,1,True,115.0,14502.0,10.5
Golden State Warriors,Detroit Pistons,2022-01-18,W,0,False,0,14502.0,14.5
Washington Wizards,Brooklyn Nets,2022-01-19,W,1,True,90,14592.0,0.0
Philadelphia 76ers,Orlando Magic,2022-01-19,W,0,False,0,14592.0,11.5
Miami Heat,Portland Trail Blazers,2022-01-19,L,1,False,-100,14492.0,9.0
Atlanta Hawks,Minnesota Timberwolves,2022-01-19,L,1,False,-100,14392.0,2.5
Chicago Bulls,Cleveland Cavaliers,2022-01-19,L,1,False,-100,14292.0,0.0
Milwaukee Bucks,Memphis Grizzlies,2022-01-19,L,1,False,-100,14192.0,4.5
Dallas Mavericks,Toronto Raptors,2022-01-19,W,0,False,0,14192.0,3.5
San Antonio Spurs,Oklahoma City Thunder,2022-01-19,L,1,False,-100,14092.0,6.5
Sacramento Kings,Detroit Pistons,2022-01-19,W,1,True,100.0,14192.0,5.5
Denver Nuggets,LA Clippers,2022-01-19,-,1,False,0,14192.0,0
New York Knicks,New Orleans Pelicans,2022-01-20,W,1,True,90,14282.0,2.5
Dallas Mavericks,Phoenix Suns,2022-01-20,W,1,True,72,14354.0,2.5
Philadelphia 76ers,LA Clippers,2022-01-21,-,0,False,0,14354.0,0
Milwaukee Bucks,Chicago Bulls,2022-01-21,W,1,True,72,14426.0,8.0
Utah Jazz,Detroit Pistons,2022-01-21,W,1,True,125.0,14551.0,15.5
Denver Nuggets,Memphis Grizzlies,2022-01-21,W,1,True,83,14634.0,3.5
New York Knicks,LA Clippers,2022-01-23,-,0,False,0,14634.0,0
Washington Wizards,Boston Celtics,2022-01-23,W,1,True,80,14714.0,1.5
Toronto Raptors,Portland Trail Blazers,2022-01-23,W,1,True,125.0,14839.0,7.5
Dallas Mavericks,Memphis Grizzlies,2022-01-23,W,0,False,0,14839.0,2.5
Denver Nuggets,Detroit Pistons,2022-01-23,W,1,True,83,14922.0,11.0
Golden State Warriors,Utah Jazz,2022-01-23,L,1,False,-100,14822.0,1.0
Cleveland Cavaliers,New York Knicks,2022-01-24,W,1,True,83,14905.0,7.5
Oklahoma City Thunder,Chicago Bulls,2022-01-24,W,1,True,125.0,15030.0,1.5
Washington Wizards,LA Clippers,2022-01-25,-,1,False,0,15030.0,0
Detroit Pistons,Denver Nuggets,2022-01-25,W,1,True,100.0,15130.0,6.5
Boston Celtics,Sacramento Kings,2022-01-25,W,0,False,0,15130.0,9.0
Golden State Warriors,Dallas Mavericks,2022-01-25,W,0,False,0,15130.0,5.0
Portland Trail Blazers,Minnesota Timberwolves,2022-01-25,W,1,True,90,15220.0,3.5
Philadelphia 76ers,New Orleans Pelicans,2022-01-25,L,1,False,-100,15120.0,9.0
Orlando Magic,LA Clippers,2022-01-26,-,1,False,0,15120.0,0
Cleveland Cavaliers,Milwaukee Bucks,2022-01-26,W,0,False,0,15120.0,4.5
Atlanta Hawks,Sacramento Kings,2022-01-26,L,1,False,-100,15020.0,7.5
San Antonio Spurs,Memphis Grizzlies,2022-01-26,W,1,True,125.0,15145.0,2.0
Portland Trail Blazers,Dallas Mavericks,2022-01-26,W,1,True,105.0,15250.0,3.5
Golden State Warriors,Minnesota Timberwolves,2022-01-27,W,0,False,0,15250.0,5.5
San Antonio Spurs,Chicago Bulls,2022-01-28,L,1,False,-100,15150.0,2.0
Milwaukee Bucks,New York Knicks,2022-01-28,L,1,False,-100,15050.0,9.5
New Orleans Pelicans,Denver Nuggets,2022-01-28,W,1,True,80,15130.0,4.5
Chicago Bulls,Portland Trail Blazers,2022-01-30,L,1,False,-100,15030.0,6.5
Detroit Pistons,Cleveland Cavaliers,2022-01-30,L,1,False,-100,14930.0,8.0
Milwaukee Bucks,Denver Nuggets,2022-01-30,W,1,True,90,15020.0,6.5
Orlando Magic,Dallas Mavericks,2022-01-30,W,1,True,100.0,15120.0,6.5
Phoenix Suns,San Antonio Spurs,2022-01-30,W,1,True,105.0,15225.0,8.5
Cleveland Cavaliers,New Orleans Pelicans,2022-01-31,W,1,True,83,15308.0,8.0
Philadelphia 76ers,Memphis Grizzlies,2022-01-31,W,1,True,110.0,15418.0,3.5
New York Knicks,Sacramento Kings,2022-01-31,W,0,False,0,15418.0,5.0
Boston Celtics,Miami Heat,2022-01-31,W,0,False,0,15418.0,3.0
Houston Rockets,Golden State Warriors,2022-01-31,W,1,True,125.0,15543.0,11.0
Oklahoma City Thunder,Portland Trail Blazers,2022-01-31,L,1,False,-100,15443.0,4.0
Atlanta Hawks,Toronto Raptors,2022-01-31,W,1,True,110.0,15553.0,2.0
Milwaukee Bucks,Washington Wizards,2022-02-01,W,0,False,0,15553.0,11.5
Chicago Bulls,Orlando Magic,2022-02-01,L,1,False,-100,15453.0,10.5
San Antonio Spurs,Golden State Warriors,2022-02-01,W,1,True,90,15543.0,2.5
Phoenix Suns,Brooklyn Nets,2022-02-01,W,0,False,0,15543.0,7.0
Toronto Raptors,Miami Heat,2022-02-01,L,1,False,-100,15443.0,2.5
Philadelphia 76ers,Washington Wizards,2022-02-02,W,1,True,90,15533.0,9.5
Indiana Pacers,Orlando Magic,2022-02-02,W,1,True,100.0,15633.0,5.0
New York Knicks,Memphis Grizzlies,2022-02-02,W,1,True,110.0,15743.0,4.5
Dallas Mavericks,Oklahoma City Thunder,2022-02-02,W,1,True,90,15833.0,11.0
Sacramento Kings,Brooklyn Nets,2022-02-02,L,1,False,-100,15733.0,4.5
Los Angeles Lakers,Portland Trail Blazers,2022-02-02,W,0,False,0,15733.0,2.5
Detroit Pistons,Minnesota Timberwolves,2022-02-03,W,1,True,100.0,15833.0,7.5
Atlanta Hawks,Phoenix Suns,2022-02-03,L,1,False,-100,15733.0,5.5
Toronto Raptors,Chicago Bulls,2022-02-03,L,1,False,-100,15633.0,3.5
Indiana Pacers,Chicago Bulls,2022-02-04,W,1,True,80,15713.0,3.0
Toronto Raptors,Atlanta Hawks,2022-02-04,W,0,False,0,15713.0,1.5
Dallas Mavericks,Philadelphia 76ers,2022-02-04,L,1,False,-100,15613.0,1.5
Denver Nuggets,New Orleans Pelicans,2022-02-04,W,1,True,83,15696.0,6.0
Orlando Magic,Memphis Grizzlies,2022-02-05,W,1,True,80,15776.0,7.5
Washington Wizards,Phoenix Suns,2022-02-05,W,1,True,125.0,15901.0,7.5
Los Angeles Lakers,New York Knicks,2022-02-05,W,0,False,0,15901.0,2.0
Minnesota Timberwolves,Detroit Pistons,2022-02-06,W,0,False,0,15901.0,11.5
Chicago Bulls,Philadelphia 76ers,2022-02-06,W,1,True,125.0,16026.0,1.5
Dallas Mavericks,Atlanta Hawks,2022-02-06,W,0,False,0,16026.0,2.5
Orlando Magic,Boston Celtics,2022-02-06,W,1,True,83,16109.0,7.0
Houston Rockets,New Orleans Pelicans,2022-02-06,W,1,True,105.0,16214.0,4.5
New Orleans Pelicans,Houston Rockets,2022-02-08,L,1,False,-100,16114.0,8.5
Memphis Grizzlies,LA Clippers,2022-02-08,-,0,False,0,16114.0,0
Sacramento Kings,Minnesota Timberwolves,2022-02-09,L,1,False,-100,16014.0,9.0
Utah Jazz,Golden State Warriors,2022-02-09,L,1,False,-100,15914.0,2.0
Washington Wizards,Brooklyn Nets,2022-02-10,W,1,True,83,15997.0,3.0
New Orleans Pelicans,Miami Heat,2022-02-10,W,1,True,100.0,16097.0,4.5
Houston Rockets,Toronto Raptors,2022-02-10,W,1,True,105.0,16202.0,8.0
Phoenix Suns,Milwaukee Bucks,2022-02-10,W,0,False,0,16202.0,3.5
Philadelphia 76ers,Oklahoma City Thunder,2022-02-11,W,0,False,0,16202.0,12.5
Boston Celtics,Denver Nuggets,2022-02-11,L,1,False,-100,16102.0,3.5
Toronto Raptors,Denver Nuggets,2022-02-12,L,0,True,0,16102.0,3.5
